threshold,macro_f1,fatal_precision,fatal_recall,fatal_f1,predicted_fatal_proportion
0.595,0.35797313792822033,0.05835017733877426,0.19677191177416242,0.09000926565970026,0.043585438829787236
0.6,0.3584479613633718,0.05946766521607125,0.18892675712172852,0.09046123529774001,0.041061336436170215
0.605,0.358784055469372,0.06039301685586515,0.1806314706449746,0.09052092228864218,0.03865691489361702
0.61,0.3590549928662993,0.061244521548575605,0.17252909780721498,0.0903990970198285,0.036409574468085106
0.615,0.35922486031945894,0.06205940979143371,0.16416950678412964,0.09007038402511951,0.034190492021276594
0.62,0.3591517534164274,0.06250813569029705,0.15439521574175294,0.08898854749638635,0.03192403590425532
0.625,0.3591961691683723,0.06328903193585084,0.14667867018198186,0.08842456194758877,0.029954288563829787
0.63,0.3591587907138756,0.06397956455876674,0.1385119927978908,0.08752895282213824,0.027981216755319147
0.635,0.3592006210247038,0.0650076667518528,0.13085975178445117,0.08686372852417032,0.026017287234042553
0.64,0.3589186892785863,0.0653545467014127,0.12256446530769725,0.0852510343285251,0.024238696808510637
0.645,0.3588804126561476,0.06640940830576994,0.11619831522088611,0.08451626482074788,0.02261469414893617
0.65,0.3586761354048325,0.06715357283853139,0.109382033309755,0.0832171424378073,0.02105219414893617
